loan_amnt,term,int_rate,emp_length,home_ownership,annual_inc,verification_status,purpose,dti,delinq_2yrs,inq_last_6mths,open_acc,pub_rec,revol_bal,revol_util,total_acc,total_rec_prncp,total_rec_int,last_pymnt_amnt,repay_fail,credit_age_yrs
16500,60 months,15.28,8 years,MORTGAGE,63996,Not Verified,debt_consolidation,9.6,0,0,3,0,10464,0.837,15,16500,1224.71,15758.28,0,11.956044
12500,36 months,11.89,4 years,RENT,60000,Source Verified,credit_card,14.68,0,1,11,0,12663,0.344,21,12500,908.93,10512.08,0,11.6208791
20000,36 months,9.91,10+ years,MORTGAGE,210000,Verified,debt_consolidation,17.86,0,3,7,0,130920,0.903,25,20000,1833.64,14107.19,0,24.0824176
5500,36 months,8.07,6 years,RENT,54000,Not Verified,debt_consolidation,6.29,0,0,7,0,18388,0.689,22,5500,707.58,12.81,0,14.0467033
8000,36 months,13.49,3 years,MORTGAGE,130000,Not Verified,major_purchase,3.42,1,2,6,1,2064,0.318,9,8000,90.97,8091.17,0,11.8736264
25000,60 months,13.72,5 years,RENT,108000,Verified,other,20.52,0,0,13,0,29238,0.46,25,611.71,584.54,400.04,1,11.1208791
15800,60 months,15.95,< 1 year,RENT,31200,Source Verified,wedding,10.81,0,0,12,0,8210,0.52,25,15800,6959.53,4354.92,0,9.78021978
4000,36 months,8.49,6 years,MORTGAGE,70000,Verified,home_improvement,2.07,0,1,9,1,3965,0.793,20,4000,442.91,1934.5,0,14.1318681
15000,36 months,10.25,3 years,MORTGAGE,81120,Verified,credit_card,15.25,0,1,10,0,3983,0.221,13,15000,2342.5,4276.46,0,12.9587912
13200,60 months,14.27,4 years,MORTGAGE,75000,Not Verified,credit_card,18.34,0,1,13,0,19011,0.542,33,2651.44,2273.04,309,1,12.0412088
24000,36 months,10.99,9 years,RENT,74000,Verified,debt_consolidation,9.86,0,0,7,0,13757,0.824,27,18600,171.91,164.85,0,10.8708791
30000,60 months,16.89,5 years,MORTGAGE,1.00E+05,Verified,other,7.12,0,0,6,0,1948,0.721,16,30000,5828.28,25428.44,0,15.6346154
4200,36 months,15.23,6 years,RENT,30000,Source Verified,car,7.64,1,1,5,0,535,0.099,5,4200,206.1,3972.07,0,3.26098901
7000,60 months,17.19,5 years,RENT,230004,Verified,major_purchase,6.76,0,1,5,0,1347,0.561,29,7000,394.75,6873.7,0,13.043956
25000,60 months,17.19,10+ years,MORTGAGE,90000,Verified,debt_consolidation,22.27,0,1,17,0,16260,0.438,33,25000,9060.87,15358.68,0,7.77747253
16000,36 months,14.96,8 years,MORTGAGE,60000,Verified,wedding,21.54,1,1,11,0,36095,0.659,23,16000,3955.5,575.85,0,34.3708791
10000,60 months,11.49,10+ years,MORTGAGE,67480,Verified,debt_consolidation,22.69,0,1,11,0,26898,0.341,34,9956.41,3164.11,219.88,0,31.1043956
15000,60 months,10.99,8 years,MORTGAGE,80000,Not Verified,other,7.38,0,0,5,0,408,0.029,16,15000,1530.99,12955.69,0,12.8736264
3800,36 months,15.05,1 year,MORTGAGE,38200,Not Verified,small_business,12.19,0,5,5,0,639,0.068,5,3800,685.3,22.45,0,4.42857143
5000,36 months,5.42,8 years,MORTGAGE,120000,Source Verified,major_purchase,5.47,0,0,11,0,2313,0.045,28,5000,428.77,163.31,0,10.7005495
35000,60 months,20.48,2 years,MORTGAGE,250000,Verified,credit_card,20.64,1,0,9,0,89053,0.933,18,35000,18493.5,16081.24,0,27.5989011
3600,60 months,16.89,< 1 year,OWN,9600,Source Verified,other,0,0,0,5,0,0,0,9,3600,631.56,746.89,0,10.032967
1300,36 months,10.59,4 years,RENT,89000,Not Verified,credit_card,5.18,0,0,4,0,3598,0.692,9,1300,11.77,1311.81,0,7.44230769
4200,36 months,13.12,1 year,RENT,10000,Not Verified,car,10.68,0,6,4,0,2942,0.588,4,4200,903.25,147.51,0,1.17032967
3500,60 months,17.49,7 years,RENT,56004,Source Verified,other,21.64,1,2,17,0,46,0.017,25,3500,1775.75,1.14,0,10.6978022
6000,60 months,17.14,< 1 year,RENT,24398,Source Verified,small_business,2.16,0,0,5,0,565,0.377,9,1056.13,1179.17,149.57,1,6.43406593
9600,36 months,12.23,< 1 year,RENT,51000,Source Verified,credit_card,9.75,0,3,12,0,8571,0.504,18,9600,552.74,8557.76,0,9.78021978
5000,36 months,17.43,6 years,RENT,36000,Not Verified,debt_consolidation,9.5,0,2,2,0,10293,0.999,4,323.37,212.95,208.8,1,14.7994506
4800,36 months,14.35,4 years,RENT,42000,Not Verified,car,13.8,0,3,9,0,2681,0.276,15,4800,573.34,215.05,0,9.28296703
5000,36 months,15.2,5 years,RENT,42000,Not Verified,debt_consolidation,15.71,0,5,4,0,1191,0.851,5,5000,1258.04,194.4,0,5.18406593
28000,36 months,7.9,10+ years,RENT,111000,Verified,debt_consolidation,16.36,0,2,9,0,16419,0.301,36,28000,3523.41,2617.37,0,16.728022
10000,60 months,17.43,5 years,MORTGAGE,54000,Verified,home_improvement,10.96,0,3,6,0,16332,0.649,8,2874.4,2791.6,185.48,1,5.77197802
8450,36 months,12.99,2 years,RENT,1.00E+05,Not Verified,credit_card,13.39,0,1,11,0,23127,0.877,27,8450,1450.25,4213.33,0,11.6208791
24000,60 months,15.99,10+ years,MORTGAGE,60000,Verified,debt_consolidation,13.98,0,0,13,1,19900,0.277,31,24000,5912.09,18264.32,0,31.9423077
9000,36 months,7.9,8 years,MORTGAGE,75500,Verified,debt_consolidation,22.47,0,3,13,0,13244,0.287,63,9000,1138.01,285.03,0,17.978022
6000,36 months,13.22,3 years,RENT,63402,Not Verified,major_purchase,10.96,0,2,12,0,20531,0.859,35,6000,1301.47,215.86,0,12.1236264
2000,36 months,6.76,3 years,RENT,48255,Source Verified,moving,4.75,0,0,5,0,5187,0.11,7,2000,11.47,2011.52,0,19.5631868
2000,36 months,14.27,10+ years,MORTGAGE,33000,Verified,debt_consolidation,8,0,0,5,0,1894,0.789,24,624.05,264.76,68.62,1,15.5521978
25000,60 months,18.3,5 years,MORTGAGE,86004,Source Verified,home_improvement,16.7,0,3,8,0,20170,0.661,17,20800.01,11095.58,556.42,0,19.8159341
12000,36 months,13.57,3 years,RENT,42000,Not Verified,debt_consolidation,21.77,0,2,10,0,7263,0.6,34,12000,2670.42,834.5,0,14.0494506
7800,60 months,15.99,n/a,RENT,86004,Verified,other,21.1,0,1,10,0,3955,0.46,18,7800,3312.65,2793.9,0,13.793956
10000,36 months,10.65,10+ years,RENT,96000,Source Verified,vacation,4.79,0,2,12,1,377,0.033,28,10000,1726.31,345.66,0,20.3214286
13500,60 months,19.03,5 years,RENT,43200,Source Verified,debt_consolidation,12.11,0,1,19,0,17850,0.477,42,13500,5586.87,8248.46,0,10.4532967
9600,36 months,7.49,7 years,MORTGAGE,69000,Not Verified,credit_card,15.44,0,1,7,0,354,0.014,42,9600,1148.7,326.05,0,15.3021978
6000,36 months,6.92,10+ years,MORTGAGE,122000,Not Verified,major_purchase,11.11,0,1,11,0,25048,0.484,29,6000,661.53,188.91,0,32.8626374
11000,36 months,9.91,10+ years,RENT,60000,Source Verified,debt_consolidation,15.28,0,1,6,0,11887,0.445,17,11000,1761.05,361.86,0,13.6318681
6700,60 months,11.71,2 years,RENT,40000,Source Verified,small_business,4.86,0,0,8,0,144,0.008,10,6700,1193.4,4936.57,0,5.0989011
11400,36 months,10.59,10+ years,MORTGAGE,118000,Source Verified,credit_card,22.57,0,3,19,0,19590,0.718,44,11400,1937.02,1479.24,0,31.4423077
25975,60 months,13.49,10+ years,MORTGAGE,52000,Verified,debt_consolidation,25.62,0,0,11,0,9859,0.317,19,16775,6379.07,385.37,0,19.1456044
24000,36 months,8.9,10+ years,MORTGAGE,116400,Verified,car,3.94,0,4,14,0,3885,0.081,31,6036.95,1580.45,762.08,1,19.0631868
10000,36 months,12.61,5 years,MORTGAGE,90000,Not Verified,credit_card,12.39,0,0,11,0,48150,0.94,20,10000,501.02,9163.84,0,21.8214286
14125,60 months,12.68,10+ years,MORTGAGE,43000,Verified,home_improvement,11.13,0,5,8,0,9217,0.151,19,1402.99,1137.09,319.08,1,17.7252747
15000,36 months,14.74,2 years,RENT,75000,Verified,moving,15.49,0,4,10,0,7151,0.45,16,15000,3587.68,2532.94,0,6.68956044
8450,60 months,16.77,5 years,OWN,25000,Verified,debt_consolidation,22.51,0,2,6,0,17614,0.835,21,8450,3756.22,3239.35,0,7.77747253
4800,36 months,9.99,5 years,MORTGAGE,38000,Not Verified,home_improvement,17.18,0,1,23,0,14919,0.238,32,4800,775.56,174.05,0,30.1868132
25000,60 months,21.67,10+ years,MORTGAGE,60000,Verified,debt_consolidation,16.92,0,2,9,1,10394,0.881,21,25000,15358.99,8126.39,0,15.5549451
20000,60 months,20.3,10+ years,OWN,59000,Verified,debt_consolidation,20.91,0,2,16,0,32137,0.831,32,6317.7,7790.84,281.46,1,11.3708791
8000,36 months,13.22,1 year,RENT,28800,Not Verified,debt_consolidation,14.92,0,0,7,0,7054,0.916,12,8000,1674.05,1844.46,0,8.10989011
6100,36 months,10.25,1 year,MORTGAGE,68000,Not Verified,debt_consolidation,22.71,0,3,12,0,19689,0.539,42,6100,875.37,245.67,0,11.0384615
10000,36 months,10.65,1 year,RENT,122500,Verified,debt_consolidation,2.88,0,2,8,0,9336,0.333,14,10000,1600.37,3145.92,0,7.69505495
10000,36 months,14.54,10+ years,MORTGAGE,78000,Source Verified,debt_consolidation,20.52,1,2,7,0,1780,0.89,24,10000,2398.53,350.19,0,15.2142857
8400,36 months,12.98,2 years,RENT,57996,Source Verified,debt_consolidation,12.29,0,0,7,0,421,0.084,20,8400,667.71,7090.98,0,15.3873626
5000,36 months,8.9,< 1 year,RENT,35000,Source Verified,debt_consolidation,8.16,0,2,8,0,6867,0.267,17,5000,612.49,2124.11,0,5.26923077
14000,36 months,7.88,10+ years,MORTGAGE,70000,Not Verified,debt_consolidation,14.37,0,1,10,0,8976,0.208,26,14000,1580.76,23.17,0,17.228022
26000,60 months,10.65,4 years,OWN,84000,Verified,debt_consolidation,9.01,0,0,7,0,8699,0.369,39,26000,7415.38,5937.16,0,11.7884615
17250,60 months,13.06,10+ years,MORTGAGE,89000,Not Verified,debt_consolidation,13.55,0,0,12,0,19405,0.583,25,17250,6331.01,392.24,0,17.228022
6300,36 months,16.45,1 year,RENT,32200,Not Verified,other,12.37,0,0,10,0,6547,0.574,12,6300,1724.33,232.67,0,3.26098901
13000,36 months,12.87,< 1 year,RENT,78000,Verified,debt_consolidation,6.26,0,2,13,0,1783,0.594,22,13000,2644.96,16.29,0,14.4697802
15000,36 months,13.35,2 years,RENT,50400,Verified,debt_consolidation,24.12,1,5,14,0,4605,0.345,48,15000,2566.07,7936.02,0,14.3818681
1500,36 months,12.42,< 1 year,RENT,63000,Source Verified,other,22.19,0,0,12,0,17911,0.743,31,1500,183.47,1033.68,0,12.0412088
18000,60 months,13.23,10+ years,MORTGAGE,99996,Not Verified,debt_consolidation,13.42,0,1,22,0,16117,0.251,59,18000,3637.52,13413.45,0,21.4917582
9300,36 months,5.79,2 years,RENT,66800,Source Verified,medical,8.17,0,2,11,0,33963,0.081,33,9300,853.44,335.5,0,15.467033
10000,36 months,13.22,2 years,RENT,110000,Verified,major_purchase,9.86,0,1,12,0,12919,0.543,17,10000,1972.38,3531.94,0,16.2225275
5000,36 months,8.49,1 year,MORTGAGE,115000,Not Verified,wedding,8.82,0,2,11,0,9518,0.307,33,5000,681.3,167.78,0,10.9505495
25000,60 months,19.03,1 year,RENT,50000,Verified,debt_consolidation,15.05,0,0,13,0,12486,0.671,37,22488.31,13818.73,648.93,0,15.0494506
25000,36 months,11.12,1 year,MORTGAGE,105000,Verified,home_improvement,4.24,0,1,5,0,591,0.041,23,25000,4442.54,4140.3,0,13.5494506
35000,60 months,17.49,< 1 year,RENT,80000,Source Verified,small_business,14.07,0,2,7,0,14524,0.552,28,2292.39,2858.58,573.3,1,14.2142857
24000,36 months,9.62,10+ years,MORTGAGE,90000,Verified,credit_card,12.63,2,4,19,0,13613,0.417,42,4664.1,1222.83,770.14,1,17.3104396
3600,36 months,8.9,10+ years,RENT,55000,Not Verified,debt_consolidation,5.48,0,0,8,0,9550,0.659,18,3600,377.33,2037.38,0,9.53296703
16000,36 months,10.99,4 years,MORTGAGE,42000,Source Verified,debt_consolidation,4.77,0,0,9,0,6674,0.448,9,4620.63,1663.42,27.63,1,5.5989011
12000,36 months,12.53,3 years,RENT,48996,Verified,debt_consolidation,9.92,0,0,13,0,13107,0.514,23,12000,2275.84,3854.59,0,9.78571429
10000,36 months,17.27,8 years,RENT,68000,Not Verified,debt_consolidation,17.15,0,1,7,0,6754,0.925,16,6067.35,2507.07,357.88,1,9.78571429
3075,36 months,10.99,< 1 year,RENT,44000,Not Verified,credit_card,16.31,0,0,10,0,7693,0.905,13,3075,516.71,884.93,0,6.85164835
7125,36 months,6.62,10+ years,MORTGAGE,74004,Not Verified,debt_consolidation,21.94,0,2,8,0,32555,0.471,17,7125,686.42,2359.88,0,19.1456044
3200,36 months,11.26,< 1 year,RENT,35000,Not Verified,small_business,7.51,0,0,5,0,997,0.243,6,3200,585.81,109.39,0,5.68681319
15000,60 months,11.49,10+ years,MORTGAGE,85000,Source Verified,debt_consolidation,20.51,0,0,22,0,67391,0.194,41,15000,4597.1,46.46,0,41.3901099
16800,60 months,20.25,4 years,MORTGAGE,38269.33,Verified,debt_consolidation,12.07,0,1,6,0,4557,0.911,14,4303.41,5539.87,40.8,1,7.94505495
18800,36 months,9.99,5 years,RENT,60000,Verified,debt_consolidation,6.64,0,0,14,0,10059,0.423,29,18800,2861.75,5347.61,0,11.5384615
4000,36 months,11.49,n/a,MORTGAGE,56400,Not Verified,other,13.98,0,3,7,0,19310,0.721,15,4000,744.49,403.87,0,12.293956
10000,36 months,10.99,10+ years,MORTGAGE,79000,Not Verified,debt_consolidation,14.25,1,0,14,0,11702,0.195,34,10000,268.45,9618.08,0,23.8324176
10000,36 months,18.43,8 years,MORTGAGE,135000,Verified,small_business,21.85,0,0,17,0,68276,0.88,39,10000,2477.79,61.28,0,9.95054945
10800,36 months,11.99,10+ years,MORTGAGE,80000,Verified,home_improvement,0,1,0,6,0,0,0,32,10800,581.46,5236.57,0,19.1456044
4500,36 months,6.92,10+ years,MORTGAGE,95000,Source Verified,major_purchase,27.62,0,1,22,0,8590,0.137,51,4500,267.84,3243.13,0,16.3076923
19000,36 months,10.62,7 years,MORTGAGE,80000,Not Verified,credit_card,13.29,0,1,11,0,14462,0.361,31,19000,3271.79,639.03,0,13.8846154
8000,60 months,14.17,4 years,MORTGAGE,60000,Not Verified,major_purchase,12.14,0,3,5,0,4869,0.742,28,8000,3210.89,186.15,0,18.8131868
4400,36 months,6.76,n/a,MORTGAGE,23000,Source Verified,debt_consolidation,6.73,0,0,8,0,5379,0.224,13,4400,473.8,156.2,0,9.11263736
25000,60 months,18.79,8 years,RENT,49992,Verified,debt_consolidation,18.22,0,2,8,0,25016,0.793,16,1483.3,2054.6,394.48,1,12.5384615
8400,36 months,13.23,2 years,RENT,31200,Not Verified,car,7.69,0,0,5,0,2738,0.296,8,8400,1823.89,308.05,0,4.8489011
35000,36 months,10.65,2 years,MORTGAGE,156000,Verified,debt_consolidation,10.99,0,2,13,0,75688,0.275,26,35000,6042.21,1156.55,0,21.4093407
5000,36 months,10.08,1 year,RENT,60000,Not Verified,car,14.34,0,2,9,0,9737,0.447,11,5000,713.04,0.9,0,8.19505495
7000,36 months,13.23,1 year,MORTGAGE,47200,Source Verified,debt_consolidation,21.33,3,0,14,0,0,0,30,7000,1519.88,254.78,0,11.8736264
7400,60 months,21.36,4 years,RENT,45000,Source Verified,debt_consolidation,8.99,0,1,9,0,9501,0.642,10,4311.75,4148.13,201.7,1,6.01923077
10000,36 months,14.74,2 years,MORTGAGE,73524,Verified,debt_consolidation,7.59,0,2,4,0,4073,0.815,9,9999.99,2433.21,356.46,0,13.0467033
5500,36 months,11.49,3 years,RENT,48000,Not Verified,debt_consolidation,12.82,0,1,10,0,5800,0.46,20,5500,585.05,3917.59,0,6.01923077
4500,36 months,11.49,< 1 year,RENT,24000,Source Verified,major_purchase,3.7,1,0,6,0,846,0.256,8,4500,841.44,163.7,0,9.6978022
7000,36 months,5.42,10+ years,MORTGAGE,45000,Not Verified,credit_card,10.05,0,0,6,0,7558,0.208,21,7000,600.27,225.1,0,10.7857143
6000,36 months,14.17,2 years,MORTGAGE,80000,Source Verified,wedding,14.68,0,2,17,0,4147,0.085,22,6000,1400.14,222,0,4.42857143
10000,60 months,11.99,10+ years,MORTGAGE,93000,Not Verified,car,14.12,0,4,8,0,5413,0.345,18,9544.26,3326.74,222.4,0,12.2087912
11000,36 months,13.11,4 years,RENT,50985,Not Verified,debt_consolidation,16.19,0,1,8,0,3621,0.348,13,11000,2303.66,2191.49,0,5.5989011
13000,36 months,13.98,3 years,RENT,76000,Verified,credit_card,17.15,0,0,11,0,4152,0.349,15,13000,2991.52,467.71,0,8.86263736
6500,60 months,8.88,7 years,MORTGAGE,63600,Verified,medical,21,0,2,8,0,5311,0.521,19,6500,1355.5,2761.59,0,10.3708791
20000,60 months,16.89,10+ years,MORTGAGE,61000,Verified,debt_consolidation,19.93,0,2,9,0,42012,0.726,15,5721.17,5605.2,937.77,1,18.1428571
1500,36 months,15.99,< 1 year,RENT,36996,Not Verified,debt_consolidation,1.69,0,2,2,0,921,0.767,4,1500,376.84,359.66,0,3.34340659
22000,36 months,12.67,9 years,MORTGAGE,90000,Not Verified,credit_card,13.04,1,0,14,0,22738,0.308,37,22000,2252.07,16875.62,0,14.0467033
12000,36 months,7.88,6 years,MORTGAGE,43000,Not Verified,credit_card,13.87,0,1,13,0,18183,0.332,32,12000,1445.38,20.35,0,10.7087912
9800,36 months,7.49,9 years,MORTGAGE,50000,Not Verified,debt_consolidation,7.32,0,0,7,0,6921,0.313,16,7120.49,1085.89,304.8,1,9.52747253
3125,36 months,7.14,1 year,RENT,32000,Not Verified,debt_consolidation,17.06,0,2,9,0,4779,0.201,13,3125,318.85,1128.2,0,7.94230769
19400,36 months,11.89,< 1 year,MORTGAGE,105996,Verified,debt_consolidation,15.44,0,0,9,0,61595,0.516,25,19400,3699.12,3178.43,0,21.0714286
12400,36 months,11.26,5 years,MORTGAGE,165000,Verified,credit_card,10.01,0,1,10,0,9800,0.384,42,12400,2027.79,4654.14,0,18.5686813
11000,36 months,11.14,7 years,MORTGAGE,88000,Not Verified,medical,8.35,0,0,4,0,4397,0.489,32,11000,1777.77,4119.61,0,14.3846154
11000,36 months,13.49,6 years,RENT,108000,Not Verified,car,6.83,0,0,8,0,13960,0.565,20,11000,2182.2,719.18,0,9.03021978
8000,60 months,14.83,5 years,MORTGAGE,66000,Source Verified,wedding,9.49,0,4,7,0,5290,0.299,9,8000,483.11,7727.62,0,6.18681319
1400,36 months,13.11,4 years,RENT,30000,Not Verified,credit_card,9.8,0,0,10,0,1702,0.243,11,1400,60.24,1.96,0,3.43131868
6000,36 months,13.55,10+ years,RENT,72000,Not Verified,other,23.37,0,2,15,0,19826,0.39,30,6000,1335.22,233.19,0,18.1401099
18000,36 months,13.72,10+ years,MORTGAGE,98260,Verified,small_business,11.81,0,3,4,0,21614,0.745,10,5664.25,2294.87,612.76,1,23.0796703
14000,36 months,10.36,10+ years,MORTGAGE,150000,Not Verified,other,4.62,0,1,12,0,16039,0.697,14,14000,2348.21,458.54,0,7.10714286
24250,36 months,12.18,10+ years,OWN,54578,Verified,debt_consolidation,17.41,0,0,8,0,28559,0.732,14,11847.71,3892.65,416.53,1,11.3736264
5000,36 months,13.48,8 years,MORTGAGE,30000,Not Verified,debt_consolidation,13.44,0,1,20,0,7168,0.264,36,4667.2,1099.3,25.84,1,10.7857143
8000,60 months,15.28,6 years,RENT,52000,Source Verified,debt_consolidation,18.62,0,1,10,0,11672,0.357,17,8000,3489.76,191.26,0,9.6978022
5500,36 months,10.62,1 year,RENT,54000,Not Verified,other,14.47,0,1,13,0,5107,0.351,25,4448.91,912.39,179.08,1,8.86263736
8000,60 months,15.28,1 year,RENT,53140,Source Verified,credit_card,12.19,0,2,5,0,221,0.116,14,8000,2931.05,3866.31,0,10.032967
15000,36 months,10.95,< 1 year,MORTGAGE,80000,Verified,small_business,2.77,0,1,13,0,11002,0.209,30,14999.99,2506.76,291.56,0,15.7252747
12000,60 months,15.95,10+ years,MORTGAGE,93000,Not Verified,debt_consolidation,15.14,0,0,7,0,10258,0.482,48,12000,5489.82,291.32,0,20.5714286
16750,36 months,7.88,10+ years,MORTGAGE,45344,Verified,debt_consolidation,20.7,0,0,9,0,22352,0.552,40,16750,2113.45,565.94,0,30.271978
4750,36 months,13.72,< 1 year,RENT,28800,Not Verified,debt_consolidation,22.33,1,1,8,0,829,0.2,14,4750,1071.93,167.37,0,5.18406593
7500,36 months,11.28,< 1 year,MORTGAGE,87000,Verified,debt_consolidation,1.32,0,1,7,0,10318,0.309,7,4750,277.56,2746.92,0,3.51373626
35000,60 months,12.42,5 years,RENT,83000,Verified,major_purchase,14.2,0,0,14,0,3201,0.083,34,35000,11368.75,11005.44,0,11.3708791
20000,60 months,17.58,< 1 year,MORTGAGE,1.00E+05,Verified,debt_consolidation,13.86,0,1,10,0,16708,0.796,53,20000,7929.77,11342.6,0,13.043956
12000,36 months,8.94,6 years,RENT,32000,Not Verified,other,18.56,0,1,6,0,16588,0.383,19,12000,1728.86,381.55,0,13.043956
5275,60 months,13.8,1 year,MORTGAGE,90000,Source Verified,home_improvement,9.99,0,2,8,0,19154,0.717,18,5275,2056.46,121.66,0,9.28296703
6000,36 months,9.32,10+ years,MORTGAGE,45000,Not Verified,other,1.33,0,1,5,0,2420,0.269,38,6000,179.67,5606.75,0,14.6318681
4500,36 months,5.42,8 years,MORTGAGE,48000,Not Verified,car,10.9,0,0,6,0,1232,0.1,28,4500,179.55,3458.9,0,26.5879121
5000,36 months,11.86,5 years,OWN,57000,Verified,debt_consolidation,17.79,0,1,13,0,1404,0.138,27,5000,895.42,1604.54,0,5.51648352
19075,60 months,17.58,8 years,RENT,41500,Verified,debt_consolidation,23.91,0,0,11,0,12838,0.707,17,1485.09,1885.91,480.04,1,11.2032967
10600,36 months,14.91,2 years,RENT,63700,Not Verified,debt_consolidation,16.94,0,1,10,0,10921,0.86,20,10600,2611.44,396.33,0,6.8543956
14000,60 months,19.42,2 years,RENT,51000,Verified,debt_consolidation,20.45,0,1,10,0,9469,0.752,29,14000,7123.33,6124.2,0,21.0714286
13575,60 months,13.99,10+ years,MORTGAGE,180000,Not Verified,small_business,15.12,1,1,9,0,0,0,42,13575,5138.78,3878.58,0,16.467033
8000,36 months,6.17,6 years,MORTGAGE,63000,Verified,wedding,2.27,1,3,9,0,822,0.035,22,8000,840.38,630.31,0,13.1291209
5300,36 months,12.18,10+ years,MORTGAGE,60612,Not Verified,debt_consolidation,20.73,0,0,17,0,13313,0.313,36,5300,737.78,3216.57,0,12.2912088
5000,36 months,10.2,6 years,MORTGAGE,69996,Not Verified,wedding,8.21,0,3,4,0,2535,0.507,15,5000,824.99,177.44,0,8.4478022
18000,60 months,11.86,1 year,RENT,40000,Verified,debt_consolidation,22.38,0,0,7,0,10293,0.774,14,12750,3107.61,257.5,0,7.94230769
8000,36 months,14.7,6 years,MORTGAGE,50800,Not Verified,home_improvement,19.13,0,15,6,0,289,0.289,7,912.41,467.69,276.15,1,0.67032967
10000,36 months,14.22,10+ years,MORTGAGE,186480,Verified,home_improvement,8.65,2,3,7,0,0,0,8,10000,2232.4,2654.52,0,28.0961539
4000,36 months,10.95,2 years,RENT,37000,Verified,other,6.36,0,2,7,0,15830,0.528,10,4000,709.55,280.66,0,10.2032967
21500,36 months,6.62,3 years,MORTGAGE,137000,Source Verified,debt_consolidation,8.97,0,0,12,0,19963,0.316,46,21500,739.3,572.4,0,19.9010989
12000,36 months,14.65,5 years,RENT,36888,Source Verified,small_business,15.45,0,1,7,0,5318,0.516,17,12000,2261.86,6400.55,0,9.70054945
16000,60 months,10.99,10+ years,RENT,29000,Not Verified,debt_consolidation,10.76,0,0,10,0,12102,0.255,21,15302.79,4852.81,347.8,0,18.1456044
18825,60 months,11.99,6 years,RENT,26000,Source Verified,small_business,17.22,0,0,13,0,7704,0.19,21,18825,6112.81,4016.99,0,11.5357143
6000,36 months,8.94,7 years,RENT,42000,Not Verified,credit_card,21.2,0,2,7,1,8706,0.326,14,6000,862.62,208.61,0,16.728022
20000,60 months,17.58,2 years,RENT,51000,Verified,debt_consolidation,21.34,0,0,7,0,19779,0.709,10,20000,7246.83,12690.08,0,5.85164835
8000,36 months,11.99,3 years,RENT,41200,Source Verified,debt_consolidation,20.74,0,0,7,0,12351,0.943,11,8000,1564.32,267.29,0,6.01923077
6000,36 months,5.99,3 years,MORTGAGE,80000,Verified,debt_consolidation,13.37,0,0,20,0,13244,0.314,32,6000,435.6,3151.43,0,26.1703297
9000,36 months,7.88,2 years,MORTGAGE,77500,Verified,major_purchase,1.55,0,0,6,0,7517,0.574,17,9000,610.88,9.54,0,10.8708791
4750,36 months,13.57,5 years,RENT,27840,Not Verified,debt_consolidation,24.96,0,1,4,0,3029,0.947,4,4750,1058.53,178.06,0,4.76373626
